id_odsp,league,ht,at,fthg,ftag,MATCH_ID
8n45JddO/,I1,Internazionale,Chievo Verona,1,0,428
2ZfzybRb/,I1,Siena,Cesena,2,0,429
SG2Nw0st/,I1,Lecce,AC Milan,3,4,430
tK6RxKdn/,I1,Parma,Atalanta,1,2,431
OrdWyvCh/,I1,AS Roma,Palermo,1,0,432
IcBhMbC5/,I1,Bologna,Lazio,0,2,433
Qou7UAOb/,SP1,Villarreal,Levante,0,3,434
net3Vj9h/,SP1,Real Sociedad,Getafe,0,0,435
ILyaWWgn/,SP1,Osasuna,Real Zaragoza,3,0,436
lQPARlgB/,SP1,Real Betis,Rayo Vallecano,0,2,437
AkmtCT8U/,SP1,Atletico Madrid,Mallorca,1,1,438
vVxeXCvt/,SP1,Valencia,Athletic Bilbao,1,1,439
p6dVRglo/,I1,Juventus,Fiorentina,2,1,440
MwOIPSNN/,SP1,Sevilla,Racing Santander,2,2,441
vFINOnwU/,SP1,Granada,Barcelona,0,1,442
zX6eYeBH/,I1,Cesena,Cagliari,1,1,443
lzBaXFQN/,I1,Chievo Verona,Bologna,0,1,444
rcA3WZuU/,I1,Genoa,AS Roma,2,1,445
h8HjZydB/,I1,Atalanta,Internazionale,1,1,446
Qu4MjwRo/,I1,Lazio,Catania,1,1,447
bg2UlHeb/,I1,Napoli,Udinese,2,0,448
AT5YmyB4/,I1,Novara,Siena,1,1,449
4W2Qkcth/,I1,AC Milan,Parma,4,1,450
fBAlsUhb/,SP1,Getafe,Osasuna,2,2,451
CnLqrAwh/,SP1,Real Zaragoza,Valencia,0,1,452
tS8du8NA/,SP1,Real Madrid,Villarreal,3,0,453
tO4kK6oo/,SP1,Mallorca,Sporting Gijon,1,2,454
Y19htl84/,SP1,Levante,Real Sociedad,3,2,455
OzW8vSxH/,SP1,Rayo Vallecano,Malaga,2,0,456
hhewmeQA/,I1,Palermo,Lecce,2,0,457
4YqwNa7q/,SP1,Espanyol,Real Betis,1,0,458
bqHuqjOo/,SP1,Athletic Bilbao,Atletico Madrid,3,0,459
bkKh2WJl/,D1,SC Freiburg,Bayer Leverkusen,0,1,460
ABKINlHF/,E0,Chelsea,Arsenal,3,5,461
b5S8xlW8/,E0,Wigan,Fulham,0,2,462
ljDAFQOe/,E0,Sunderland,Aston Villa,2,2,463
OSDrOhwq/,E0,Swansea,Bolton,3,1,464
KET4wUG2/,E0,West Brom,Liverpool,0,2,465
hzANM8WL/,E0,Everton,Manchester Utd,0,1,466
zqXZLSoS/,E0,Manchester City,Wolves,3,1,467
SzP1Hnfq/,E0,Norwich City,Blackburn,3,3,468
SpGXwHB8/,F1,Montpellier,AS Nancy Lorraine,2,0,469
WY4wGDJ1/,F1,Evian Thonon Gaillard,AJ Auxerre,3,1,470
tpCQIFZr/,F1,AC Ajaccio,Bordeaux,0,2,471
z7BUHZlk/,F1,Brest,Lorient,3,1,472
6Tn5L8es/,F1,Paris Saint-Germain,Caen,4,2,473
EcAYGg4e/,F1,Dijon FCO,Marseille,2,3,474
AP3sFXY7/,F1,Lyon,St Etienne,2,0,475
EuN4aU37/,D1,VfL Wolfsburg,Hertha Berlin,2,3,476
AsV8LKK9/,D1,Schalke 04,TSG Hoffenheim,3,1,477
tE9c1jZf/,D1,VfB Stuttgart,Borussia Dortmund,1,1,478
tUit3C4r/,D1,Mainz,Werder Bremen,1,3,479
h6z4M053/,D1,Bayern Munich,Nurnberg,4,0,480
hWL8blJD/,D1,Borussia Monchengladbach,Hannover 96,2,1,481
00LMl81F/,I1,AS Roma,AC Milan,2,3,482
t0pNT6Pk/,I1,Catania,Napoli,2,1,483
xSwWRpf2/,I1,Internazionale,Juventus,1,2,484
pn0duaTR/,SP1,Villarreal,Rayo Vallecano,2,0,485
CbmoLwxd/,SP1,Barcelona,Mallorca,5,0,486
2NAituEL/,SP1,Real Sociedad,Real Madrid,0,1,487
AFhpr1q9/,SP1,Valencia,Getafe,3,1,488
2gHEEpv2/,E0,Tottenham,QPR,3,1,489
EgjDJnQg/,F1,Valenciennes,Lille,0,0,490
QVYzwyRE/,F1,Nice,Sochaux,1,1,491
pKo9KSAm/,F1,Toulouse,Stade Rennes,1,0,492
K4810Al1/,D1,FC Cologne,FC Augsburg,3,0,493
lYTCKvzG/,D1,Hamburg SV,Kaiserslautern,1,1,494
OOZRSQvd/,I1,Fiorentina,Genoa,1,0,495
YDJUnnWR/,I1,Udinese,Palermo,1,0,496
z1IknFuH/,I1,Bologna,Atalanta,3,1,497
YwkQkln9/,I1,Parma,Cesena,2,0,498
viKQmSGL/,I1,Siena,Chievo Verona,4,1,499
29oJUnAq/,I1,Cagliari,Lazio,0,3,500
fmjMjUW2/,I1,Lecce,Novara,1,1,501
4xhlsLbF/,SP1,Osasuna,Levante,2,0,502
jDAWzJyq/,SP1,Malaga,Espanyol,2,1,503
jknkKci2/,SP1,Sporting Gijon,Athletic Bilbao,1,1,504
KnFzzwik/,SP1,Racing Santander,Real Betis,1,0,505
WOgtqsU2/,SP1,Atletico Madrid,Real Zaragoza,3,1,506
6RN5G69k/,E0,Stoke City,Newcastle,1,3,507
IylsMJMk/,SP1,Sevilla,Granada,1,2,508
SWfx0bFm/,D1,Mainz,VfB Stuttgart,3,1,509
U750S381/,E0,Newcastle,Everton,2,1,510
QRb5y8oF/,E0,Arsenal,West Brom,3,0,511
bucDZoGR/,E0,Blackburn,Chelsea,0,1,512
6i3mNChk/,E0,Liverpool,Swansea,0,0,513
8b44RNN7/,E0,QPR,Manchester City,2,3,514
4Ic9zS0L/,E0,Aston Villa,Norwich City,3,2,515
0Y0dTqge/,E0,Manchester Utd,Sunderland,1,0,516
ni6xG4PI/,F1,Lille,Evian Thonon Gaillard,1,1,517
0MAc7tND/,D1,Borussia Dortmund,VfL Wolfsburg,5,1,518
42Hhbxp0/,D1,TSG Hoffenheim,Kaiserslautern,1,1,519
b1A1dGEC/,D1,Hertha Berlin,Borussia Monchengladbach,1,2,520
8nE55KiQ/,D1,Werder Bremen,FC Cologne,3,2,521
EPE160xK/,D1,Bayer Leverkusen,Hamburg SV,2,2,522
AuIlaIUg/,D1,Nurnberg,SC Freiburg,1,2,523
dKIIofCK/,I1,Novara,AS Roma,0,2,524
zBHMpERQ/,I1,Palermo,Bologna,3,1,525
SrwSnGze/,SP1,Real Betis,Malaga,0,0,526
WSZvfbrL/,SP1,Levante,Valencia,0,2,527
t23qYGL1/,SP1,Mallorca,Sevilla,0,0,528
vJCmV5Or/,E0,Bolton,Stoke City,5,0,529
EL6ej708/,E0,Wolves,Wigan,3,1,530
Ms2hUPwk/,E0,Fulham,Tottenham,1,3,531
Qs5tFOvP/,F1,Lorient,AC Ajaccio,2,0,532
hU6YGpAC/,F1,Caen,Dijon FCO,3,0,533
ltUlFYza/,F1,Sochaux,Lyon,2,1,534
hEztHf6n/,F1,Stade Rennes,Valenciennes,1,1,535
vR2UHQf6/,F1,Bordeaux,Paris Saint-Germain,1,1,536
6HvpGELh/,F1,St Etienne,Montpellier,1,1,537
biyxIzit/,F1,AS Nancy Lorraine,Brest,2,1,538
d2DPI6u0/,F1,AJ Auxerre,Toulouse,2,0,539
drkAMGrP/,F1,Marseille,Nice,2,0,540
Ae0X0v0s/,D1,Hannover 96,Schalke 04,2,2,541
GxLdcda6/,D1,FC Augsburg,Bayern Munich,1,2,542
jNFAmGs8/,I1,AC Milan,Catania,4,0,543
dGO9sQgk/,I1,Cesena,Lecce,0,1,544
EiZ4r6vq/,I1,Atalanta,Cagliari,1,0,545
G4aktYZs/,I1,Udinese,Siena,2,1,546
rXQLvOw8/,I1,Lazio,Parma,1,0,547
z7NDtp9e/,I1,Chievo Verona,Fiorentina,1,0,548
SbLAlx6r/,SP1,Rayo Vallecano,Real Sociedad,4,0,549
jHIsevTE/,SP1,Getafe,Atletico Madrid,3,2,550
pKmNmdLl/,SP1,Espanyol,Villarreal,0,0,551
AJYrgIcR/,SP1,Real Madrid,Osasuna,7,1,552
CQJwdKD8/,SP1,Real Zaragoza,Sporting Gijon,2,2,553
f57mXzy8/,SP1,Athletic Bilbao,Barcelona,2,2,554
bwEvZd6e/,SP1,Granada,Racing Santander,0,0,555
YDmIAAkU/,F1,Lyon,Stade Rennes,1,2,556
lAuqTi5b/,F1,Toulouse,Lille,0,0,557
S06WDHqm/,D1,Kaiserslautern,Bayer Leverkusen,0,2,558
drXWWIam/,E0,Manchester City,Newcastle,3,1,559
dSllVdUa/,E0,Stoke City,QPR,2,3,560
EJRyWxFg/,E0,Norwich City,Arsenal,1,2,561
nHs1SfEI/,E0,West Brom,Bolton,2,1,562
Q7t5RETO/,E0,Wigan,Blackburn,3,3,563
jklhUGq6/,E0,Sunderland,Fulham,0,0,564
IiYSXbps/,E0,Everton,Wolves,2,1,565
pr2iMW7e/,E0,Swansea,Manchester Utd,0,1,566
MwpEBjzO/,F1,Evian Thonon Gaillard,Lorient,2,1,567
hrnzVDzn/,F1,Nice,St Etienne,0,2,568
vFf9CWKH/,F1,Dijon FCO,Bordeaux,2,0,569
Wli1Ehj5/,F1,AC Ajaccio,Caen,2,2,570
EimWVgLu/,F1,Montpellier,Marseille,1,0,571
Ec2SEcUt/,D1,SC Freiburg,Hertha Berlin,2,2,572
prppBFT5/,D1,VfL Wolfsburg,Hannover 96,4,1,573
OYrlAZrC/,D1,Borussia Monchengladbach,Werder Bremen,5,0,574
UPQeKJ6J/,D1,Schalke 04,Nurnberg,4,0,575
xh95ezUI/,D1,Bayern Munich,Borussia Dortmund,0,1,576
ShEIyAlD/,I1,Internazionale,Cagliari,2,1,577
6wQ9wWJ0/,I1,Fiorentina,AC Milan,0,0,578
2VhabDtK/,I1,Napoli,Lazio,0,0,579
EauvpEKD/,SP1,Barcelona,Real Zaragoza,4,0,580
OrnWxESg/,SP1,Villarreal,Real Betis,1,0,581
MkrmqGkQ/,SP1,Valencia,Real Madrid,2,3,582
QeAakRFE/,E0,Chelsea,Liverpool,1,2,583
rXvmSBK4/,F1,Valenciennes,AJ Auxerre,2,1,584
0Oe5DC5B/,F1,Brest,Sochaux,2,0,585
AJtuUXkh/,F1,Paris Saint-Germain,AS Nancy Lorraine,0,1,586
8GPaJwMP/,D1,Hamburg SV,TSG Hoffenheim,2,0,587
MN5zDyag/,D1,VfB Stuttgart,FC Augsburg,2,1,588
MFZVhi4s/,I1,AS Roma,Lecce,2,1,589
pfr4cXeQ/,I1,Parma,Udinese,2,0,590
GxZZiBJm/,I1,Siena,Atalanta,2,2,591
OvfeagRD/,I1,Juventus,Palermo,3,0,592
l2FExjZ6/,I1,Genoa,Novara,1,0,593
hzM5vC4f/,I1,Catania,Chievo Verona,1,2,594
bDM1uhkl/,I1,Bologna,Cesena,0,1,595
GhuuoxLD/,SP1,Sporting Gijon,Getafe,2,1,596
ObUEvzbs/,SP1,Osasuna,Rayo Vallecano,0,0,597
SSrqpdzK/,SP1,Atletico Madrid,Levante,3,2,598
tzPJwfDm/,SP1,Real Sociedad,Espanyol,0,0,599
z9tzof57/,SP1,Sevilla,Athletic Bilbao,1,2,600
4hhdTzaC/,E0,Tottenham,Aston Villa,2,0,601
I5ozxYs0/,SP1,Racing Santander,Malaga,1,3,602
UJTRPEra/,D1,FC Cologne,Borussia Monchengladbach,0,3,603
ptkY4l3g/,I1,Udinese,AS Roma,2,0,604
hSHsuErI/,E0,Sunderland,Wigan,1,2,605
MgMskb6P/,E0,Arsenal,Fulham,1,1,606
O289pIEt/,E0,Bolton,Everton,0,2,607
nkHovYcO/,E0,West Brom,Tottenham,1,3,608
d0OYtzE5/,E0,Norwich City,QPR,2,1,609
6RcEqxUn/,E0,Chelsea,Wolves,3,0,610
EyJwtfTB/,E0,Stoke City,Blackburn,3,1,611
Ei1MsGba/,E0,Manchester Utd,Newcastle,1,1,612
AV0ttVl4/,F1,Sochaux,Montpellier,1,3,613
S6eouk4A/,F1,Toulouse,Valenciennes,2,0,614
Wv2xsBZc/,F1,St Etienne,AC Ajaccio,3,1,615
xI2YsiKi/,F1,Stade Rennes,Evian Thonon Gaillard,3,2,616
OEbUrX4o/,F1,AS Nancy Lorraine,Dijon FCO,1,2,617
rHd4QkkH/,F1,Bordeaux,Caen,2,0,618
M7e8P94N/,F1,Lille,Brest,2,0,619
nevNQfTh/,D1,TSG Hoffenheim,SC Freiburg,1,1,620
j7wUMhDB/,D1,Hertha Berlin,Bayer Leverkusen,3,3,621
Ierh9gbI/,D1,Borussia Dortmund,Schalke 04,2,0,622
84uJRzEn/,D1,Nurnberg,Kaiserslautern,1,0,623
dpvQNYc5/,D1,FC Augsburg,VfL Wolfsburg,2,0,624
xMlmXdjP/,D1,Hannover 96,Hamburg SV,1,1,625
WY8cBjQP/,I1,Novara,Parma,2,1,626
nL72mmYI/,I1,Lecce,Catania,0,1,627
lzkalTIC/,I1,Lazio,Juventus,0,1,628
bodniVYg/,I1,Atalanta,Napoli,1,1,629
zLYOdF4J/,SP1,Getafe,Barcelona,1,0,630
YeEajDsm/,SP1,Rayo Vallecano,Valencia,1,2,631
KhAeigSt/,SP1,Real Madrid,Atletico Madrid,4,1,632
KU1Irdqg/,E0,Liverpool,Manchester City,1,1,633
EH6eLjN1/,E0,Swansea,Aston Villa,0,0,634
0h7aRVZA/,F1,AJ Auxerre,Lyon,0,3,635
IidwKmSp/,F1,Marseille,Paris Saint-Germain,3,0,636
GrABOTJT/,F1,Lorient,Nice,1,0,637
Wbnd8DDO/,D1,Werder Bremen,VfB Stuttgart,2,0,638
vVzFSGbt/,D1,Mainz,Bayern Munich,3,2,639
fDkek936/,I1,Cesena,Genoa,2,0,640
2HaT5Umm/,I1,Siena,Internazionale,0,1,641
OQ0P6AYt/,I1,Palermo,Fiorentina,2,0,642
hrAgCWAJ/,I1,AC Milan,Chievo Verona,4,0,643
GMjijkl0/,I1,Cagliari,Bologna,1,1,644
hOwmZVRI/,SP1,Real Zaragoza,Sevilla,0,1,645
SID3kXdg/,SP1,Espanyol,Osasuna,1,2,646
W8kvyhc6/,SP1,Mallorca,Racing Santander,2,1,647
EBXSeZJP/,SP1,Levante,Sporting Gijon,4,0,648
ARzGliCa/,SP1,Real Betis,Real Sociedad,2,3,649
EXvqzCCC/,SP1,Athletic Bilbao,Granada,0,1,650
S2VKmBR5/,SP1,Malaga,Villarreal,2,1,651
2cJEnzcE/,I1,Napoli,Juventus,3,3,652
ImjtItn3/,SP1,Barcelona,Rayo Vallecano,4,0,653
MgbYX6dp/,F1,Caen,Marseille,1,2,654
UcxYLCSH/,D1,Bayer Leverkusen,TSG Hoffenheim,2,0,655
hjfJqvXp/,I1,Genoa,AC Milan,0,2,656
MuTBdFDh/,E0,Manchester City,Norwich City,5,1,657
h85aKAx8/,E0,Blackburn,Swansea,4,2,658
pzzkwhDU/,E0,Aston Villa,Manchester Utd,0,1,659
reHKfgr5/,E0,QPR,West Brom,1,1,660
0WRFeZSb/,E0,Newcastle,Chelsea,0,3,661
0GqXgDcB/,E0,Tottenham,Bolton,3,0,662
fwqygXCH/,E0,Wigan,Arsenal,0,4,663
AFIcv9JG/,F1,AC Ajaccio,Lille,2,3,664
0pcxXQBj/,F1,Dijon FCO,Sochaux,0,0,665
GCL5xmlT/,F1,Brest,St Etienne,2,2,666
EX2yflJ3/,F1,Montpellier,Lorient,4,0,667
hIESeAli/,F1,Evian Thonon Gaillard,Valenciennes,2,1,668
Sz7ug8Y9/,F1,Nice,Stade Rennes,2,0,669
WfpOzCsB/,D1,Borussia Monchengladbach,Borussia Dortmund,1,1,670
tMN7xYCb/,D1,VfB Stuttgart,FC Cologne,2,2,671
2VO3wEch/,D1,Kaiserslautern,Hertha Berlin,1,1,672
K6Zbvfrn/,D1,SC Freiburg,Hannover 96,1,1,673
nZWxLWsO/,D1,Bayern Munich,Werder Bremen,4,1,674
lnNByhS4/,D1,VfL Wolfsburg,Mainz,2,2,675
pUbM5Lg4/,I1,Napoli,Lecce,4,2,676
AB698N9o/,I1,Internazionale,Udinese,0,1,677
dAHKm2XM/,SP1,Racing Santander,Villarreal,1,0,678
230aj4m4/,SP1,Valencia,Espanyol,2,1,679
fwcihQIi/,SP1,Sporting Gijon,Real Madrid,0,3,680
Gnbmg63o/,SP1,Barcelona,Levante,5,0,681
YTsuhiSN/,E0,Wolves,Sunderland,2,1,682
EFP3byqt/,E0,Everton,Stoke City,0,1,683
4xI1wTYM/,F1,Bordeaux,AS Nancy Lorraine,2,0,684
Mc6qhSmG/,F1,Paris Saint-Germain,AJ Auxerre,3,2,685
W8DWfU3c/,F1,Lyon,Toulouse,3,2,686
63VfuzTu/,D1,Hamburg SV,Nurnberg,2,0,687
QPVtKjcU/,D1,Schalke 04,FC Augsburg,3,1,688
OEAD7sPi/,I1,Juventus,Cesena,2,0,689
GQWk162I/,I1,Fiorentina,AS Roma,3,0,690
zFFh2nmC/,I1,Chievo Verona,Atalanta,0,0,691
21Hp48Ia/,I1,Bologna,Siena,1,0,692
dOGl3SX5/,I1,Catania,Cagliari,0,1,693
E33Q4u9A/,I1,Parma,Palermo,0,0,694
2mIGlrIG/,SP1,Real Sociedad,Malaga,3,2,695
0GTSokdI/,SP1,Granada,Real Zaragoza,1,0,696
6gUOnVtC/,SP1,Mallorca,Athletic Bilbao,1,1,697
OC1eipYc/,SP1,Atletico Madrid,Rayo Vallecano,3,1,698
pSk4kO2A/,SP1,Osasuna,Real Betis,2,1,699
h6O7cebn/,E0,Fulham,Liverpool,1,0,700
6w0I61vb/,I1,Lazio,Novara,3,0,701
APedUMQp/,SP1,Sevilla,Getafe,3,0,702
6ZyWozj1/,SP1,Granada,Mallorca,2,2,703
6eaCyqYL/,D1,Hertha Berlin,Schalke 04,1,2,704
0bflT2t8/,E0,Swansea,Fulham,2,0,705
8Sk78CC4/,E0,Norwich City,Newcastle,4,2,706
2Z6S5AdN/,E0,West Brom,Wigan,1,2,707
EuaxiBsU/,E0,Arsenal,Everton,1,0,708
Glo4nVko/,E0,Bolton,Aston Villa,1,2,709
nD1bAYsh/,E0,Liverpool,QPR,1,0,710
Uyi39hcb/,E0,Manchester Utd,Wolves,4,1,711
zVDLe1f8/,F1,Stade Rennes,Brest,1,1,712
U7BUWHH7/,F1,AS Nancy Lorraine,AC Ajaccio,2,2,713
SSh0lJnr/,F1,Valenciennes,Montpellier,1,0,714
G47QXc21/,F1,Marseille,Bordeaux,0,0,715
ELCPfL9E/,F1,St Etienne,Caen,2,0,716
MoGXhavR/,F1,Toulouse,Evian Thonon Gaillard,2,1,717
reHTguPK/,F1,Sochaux,Paris Saint-Germain,0,1,718
Qe2dI3Rq/,D1,Werder Bremen,VfL Wolfsburg,4,1,719
OW97xPIF/,D1,FC Augsburg,Borussia Monchengladbach,1,0,720
KI10HNtj/,D1,Hannover 96,Bayer Leverkusen,0,0,721
vq8euRYd/,D1,Nurnberg,TSG Hoffenheim,0,2,722
Cd63w539/,D1,FC Cologne,SC Freiburg,4,0,723
b904Gsdd/,D1,Mainz,Hamburg SV,0,0,724
EXEKIbwA/,I1,Siena,Genoa,0,2,725
8j6Dcc1p/,I1,Internazionale,Fiorentina,2,0,726
67BCKK8c/,I1,Palermo,Cesena,0,1,727
ns5HdHGj/,I1,Lecce,Lazio,2,3,728
lpzr532c/,SP1,Real Madrid,Barcelona,1,3,729
vZSf21nG/,SP1,Real Betis,Valencia,2,1,730
zsWw6qmi/,SP1,Levante,Sevilla,1,0,731
x2fB7WRA/,E0,Stoke City,Tottenham,2,1,732
KAHN6jsH/,E0,Sunderland,Blackburn,2,1,733
Ms8MYwme/,F1,Lorient,Lyon,0,1,734
ri9IZJXl/,F1,Lille,Dijon FCO,2,0,735
2uhLz0Ir/,F1,AJ Auxerre,Nice,2,1,736
EJZSZVdH/,D1,Borussia Dortmund,Kaiserslautern,1,1,737
IZ6avol3/,D1,VfB Stuttgart,Bayern Munich,1,2,738
jBJo2wgT/,I1,Cagliari,Parma,0,0,739
dd4PHIhG/,I1,Udinese,Chievo Verona,2,1,740
dCQx4aOG/,I1,Atalanta,Catania,1,1,741
SGC8L0gi/,I1,Novara,Napoli,1,1,742
vyGs3JwN/,I1,Bologna,AC Milan,2,2,743
vVKqrtep/,SP1,Real Zaragoza,Mallorca,0,1,744
W8Pn4NH3/,SP1,Rayo Vallecano,Sporting Gijon,1,3,745
z1GOnMnT/,SP1,Athletic Bilbao,Racing Santander,1,1,746
Msj71L1M/,SP1,Malaga,Osasuna,1,1,747
ILJms0Aj/,SP1,Getafe,Granada,1,0,748
AaOj3sX9/,SP1,Espanyol,Atletico Madrid,4,2,749
46uC0uHS/,SP1,Villarreal,Real Sociedad,1,1,750
Y9cfBESo/,E0,Chelsea,Manchester City,2,1,751
0UAGJvO3/,I1,AS Roma,Juventus,1,1,752
4WSnCeEa/,D1,FC Cologne,Mainz,1,1,753
4tSHu4O1/,I1,Genoa,Internazionale,0,1,754
tdEjWMeq/,D1,Bayern Munich,FC Cologne,3,0,755
Wlcb0lKp/,E0,Blackburn,West Brom,1,2,756
Aud2a8Zj/,E0,Everton,Norwich City,1,1,757
25Tqmj7r/,E0,Wolves,Stoke City,1,2,758
E1bhSMeE/,E0,Newcastle,Swansea,0,0,759
MNs84IxG/,E0,Wigan,Chelsea,1,1,760
hrji80wi/,E0,Fulham,Bolton,2,0,761
prdBqyn7/,F1,Caen,AS Nancy Lorraine,1,2,762
OYfFre1D/,F1,Dijon FCO,St Etienne,1,2,763
xM0E5I8Q/,F1,Montpellier,Toulouse,1,1,764
vVnt1xHs/,F1,Nice,Valenciennes,2,0,765
S616pHW0/,F1,Brest,AJ Auxerre,1,0,766
tf757vvE/,F1,Lyon,Evian Thonon Gaillard,2,1,767
fcB96bgK/,F1,Marseille,Lorient,2,1,768
CQHciOX8/,D1,TSG Hoffenheim,Hertha Berlin,1,1,769
GE63TKu2/,D1,SC Freiburg,Borussia Dortmund,1,4,770
2B2aU0Qe/,D1,Hamburg SV,FC Augsburg,1,1,771
l4MOz3mS/,D1,Bayer Leverkusen,Nurnberg,0,3,772
KnDfVtBk/,D1,Schalke 04,Werder Bremen,5,0,773
vmlfjrmF/,D1,VfL Wolfsburg,VfB Stuttgart,1,0,774
zkS6BGVq/,I1,Chievo Verona,Cagliari,2,0,775
IDHBAzoj/,I1,Fiorentina,Atalanta,2,2,776
p4REWH79/,I1,AC Milan,Siena,2,0,777
Q9owdaPq/,SP1,Athletic Bilbao,Real Zaragoza,2,1,778
KWpseJvj/,SP1,Mallorca,Getafe,1,2,779
CAkpH019/,SP1,Sporting Gijon,Espanyol,1,2,780
vcixJMWd/,SP1,Sevilla,Real Madrid,2,6,781
WYle7Khc/,E0,Manchester City,Arsenal,1,0,782
vah35bN9/,E0,Tottenham,Sunderland,1,0,783
Qela6v83/,E0,QPR,Manchester Utd,0,2,784
E9AW4UBT/,E0,Aston Villa,Liverpool,0,2,785
fg3bnw2l/,F1,AC Ajaccio,Stade Rennes,1,0,786
lG22ocHf/,F1,Bordeaux,Sochaux,1,0,787
nenp0dWm/,F1,Paris Saint-Germain,Lille,0,0,788
Iwmbk22L/,D1,Borussia Monchengladbach,Mainz,1,0,789
YZIgh4I2/,D1,Kaiserslautern,Hannover 96,1,1,790
YutuGdNS/,I1,Cesena,Internazionale,0,1,791
WGLF9f0d/,I1,Genoa,Bologna,2,1,792
SSW9Xch3/,I1,Lazio,Udinese,2,2,793
v5RyHx8M/,I1,Catania,Palermo,2,0,794
IHPMUexM/,I1,Parma,Lecce,3,3,795
lxY5Ywwc/,I1,Juventus,Novara,2,0,796
OfQIVyNF/,I1,Napoli,AS Roma,1,3,797
QDglGKGF/,SP1,Atletico Madrid,Real Betis,0,2,798
jo65EboS/,SP1,Osasuna,Villarreal,2,1,799
MThX9Igq/,SP1,Racing Santander,Real Sociedad,0,0,800
bNqofwfd/,SP1,Granada,Levante,2,1,801
8xqgFvWL/,SP1,Valencia,Malaga,2,0,802
tIRU09yr/,E0,Blackburn,Bolton,1,2,803
Wbz0q867/,E0,Wolves,Norwich City,2,2,804
bq1DeYpJ/,F1,AS Nancy Lorraine,Marseille,1,3,805
2iCUwxV6/,I1,Cagliari,AC Milan,0,2,806
tlQ2RJ2b/,I1,Siena,Fiorentina,0,0,807
SAof7BbE/,E0,Fulham,Manchester Utd,0,5,808
8OcdRtBK/,E0,Everton,Swansea,1,0,809
dtrmnAMl/,E0,QPR,Sunderland,2,3,810
Oxu35kTQ/,E0,Newcastle,West Brom,2,3,811
lKnj8iq8/,E0,Aston Villa,Arsenal,1,2,812
pnta6VDK/,E0,Manchester City,Stoke City,3,0,813
IeWepli1/,E0,Wigan,Liverpool,0,0,814
nPcvEF0m/,F1,Toulouse,Brest,0,0,815
QV25cfG6/,F1,Lille,Nice,4,4,816
Kh29dEVC/,F1,Lorient,Caen,0,0,817
I978JywQ/,F1,St Etienne,Paris Saint-Germain,0,1,818
U39daGof/,F1,AJ Auxerre,Dijon FCO,2,2,819
UmmqDZFg/,F1,Valenciennes,Lyon,1,0,820
vJ84KHNJ/,F1,Stade Rennes,Bordeaux,1,0,821
zkfzFeos/,F1,Sochaux,AC Ajaccio,0,2,822
CSb1bz10/,F1,Evian Thonon Gaillard,Montpellier,4,2,823
2cRbSamh/,I1,Parma,Catania,3,3,824
AHFxxGaJ/,I1,Lazio,Chievo Verona,0,0,825
dEBYxdpD/,I1,Internazionale,Lecce,4,1,826
6PILub0f/,I1,Atalanta,Cesena,4,1,827
fXRfTuYo/,I1,Novara,Palermo,2,2,828
GtTjULIu/,I1,Napoli,Genoa,6,1,829
OCF7QwI4/,I1,Udinese,Juventus,0,0,830
O0DQvIF0/,I1,Bologna,AS Roma,0,2,831
zXtioUye/,E0,Tottenham,Chelsea,1,1,832
CMFtdRz7/,E0,Liverpool,Blackburn,1,1,833
696BDS5s/,E0,West Brom,Manchester City,0,0,834
40KqI8cQ/,E0,Sunderland,Everton,1,1,835
4dCYcm6f/,E0,Bolton,Newcastle,0,2,836
AwLuJlrK/,E0,Stoke City,Aston Villa,0,0,837
jDEpeojD/,E0,Manchester Utd,Wigan,5,0,838
rmBxc7L0/,E0,Chelsea,Fulham,1,1,839
MXMTbTjl/,E0,Arsenal,Wolves,1,1,840
nFd0Q0QQ/,E0,Swansea,QPR,1,1,841
dzHyKUSD/,E0,Norwich City,Tottenham,0,2,842
xflT9p56/,E0,Liverpool,Newcastle,3,1,843
UTpLB6zf/,E0,Bolton,Wolves,1,1,844
b9xx8OZI/,E0,Norwich City,Fulham,1,1,845
jq1LLKYs/,E0,Swansea,Tottenham,1,1,846
jsfSW7CJ/,E0,Stoke City,Wigan,2,2,847
KIwY84KC/,E0,Manchester Utd,Blackburn,2,3,848
nLN8CnLm/,E0,Arsenal,QPR,1,0,849
OjpPAQk0/,E0,Chelsea,Aston Villa,1,3,850
zFVbRozs/,E0,West Brom,Everton,0,1,851
UXhWVRRP/,E0,Sunderland,Manchester City,1,0,852
YiOXKvll/,E0,Blackburn,Stoke City,1,2,853
SENyKb3f/,E0,Aston Villa,Swansea,0,2,854
YeWru0uK/,E0,QPR,Norwich City,1,2,855
pzCJYcIm/,E0,Wolves,Chelsea,1,2,856
OtHpIxY6/,E0,Fulham,Arsenal,2,1,857
GKLmvKfQ/,E0,Tottenham,West Brom,1,0,858
jDCFZw3s/,E0,Wigan,Sunderland,1,4,859
2XFlHdmD/,E0,Manchester City,Liverpool,3,0,860
f5XvttQD/,E0,Newcastle,Manchester Utd,3,0,861
tIRuJII0/,E0,Everton,Bolton,1,2,862
Cv1dMDUe/,I1,Internazionale,Parma,5,0,863
r943sF6L/,I1,Siena,Lazio,4,0,864
rmkiSHFR/,SP1,Malaga,Atletico Madrid,0,0,865
UqNILewk/,SP1,Real Sociedad,Osasuna,0,0,866
E7czWaG2/,SP1,Real Madrid,Granada,5,1,867
